2022-03-05 22:51:37,057, "Button.scroll", (1414, 758)
2022-03-05 22:51:37,066, "Button.scroll", (1414, 758)
2022-03-05 22:51:37,078, "Button.scroll", (1413, 758)
2022-03-05 22:51:37,167, "Button.scroll", (1408, 751)
2022-03-05 22:51:37,179, "Button.scroll", (1408, 750)
2022-03-05 22:51:37,195, "Button.scroll", (1407, 748)
2022-03-05 22:51:37,211, "Button.scroll", (1405, 747)
2022-03-05 22:51:37,227, "Button.scroll", (1404, 745)
2022-03-05 22:51:37,319, "Button.scroll", (1401, 745)
2022-03-05 22:51:37,331, "Button.scroll", (1401, 746)
2022-03-05 22:51:37,340, "Button.scroll", (1401, 746)
2022-03-05 22:51:37,353, "Button.scroll", (1401, 746)
2022-03-05 22:51:37,367, "Button.scroll", (1401, 746)
2022-03-05 22:51:37,460, "Button.scroll", (1399, 745)
2022-03-05 22:51:37,474, "Button.scroll", (1399, 744)
2022-03-05 22:51:37,487, "Button.scroll", (1399, 744)
2022-03-05 22:51:37,506, "Button.scroll", (1398, 744)
2022-03-05 22:51:37,522, "Button.scroll", (1398, 744)
2022-03-05 22:51:37,635, "Button.scroll", (1395, 751)
2022-03-05 22:51:37,648, "Button.scroll", (1394, 752)
2022-03-05 22:51:37,657, "Button.scroll", (1394, 753)
2022-03-05 22:51:37,671, "Button.scroll", (1394, 753)
2022-03-05 22:51:37,684, "Button.scroll", (1394, 753)
2022-03-05 22:51:37,702, "Button.scroll", (1394, 753)
2022-03-05 22:51:37,794, "Button.scroll", (1379, 729)
2022-03-05 22:51:37,811, "Button.scroll", (1364, 708)
2022-03-05 22:51:38,134, "Button.scroll", (1219, 448)
2022-03-05 22:51:38,155, "Button.scroll", (1219, 463)
2022-03-05 22:51:38,171, "Button.scroll", (1219, 472)
2022-03-05 22:51:38,183, "Button.scroll", (1219, 476)
2022-03-05 22:51:38,304, "Button.scroll", (1221, 479)
2022-03-05 22:51:38,313, "Button.scroll", (1221, 479)
2022-03-05 22:51:38,331, "Button.scroll", (1220, 477)
2022-03-05 22:51:38,356, "Button.scroll", (1220, 475)
2022-03-05 22:51:38,404, "Button.scroll", (1219, 475)
2022-03-05 22:51:38,509, "Button.scroll", (1211, 484)
2022-03-05 22:51:38,530, "Button.scroll", (1209, 490)
2022-03-05 22:51:38,550, "Button.scroll", (1208, 491)
2022-03-05 22:51:38,568, "Button.scroll", (1208, 491)
2022-03-05 22:51:38,591, "Button.scroll", (1208, 491)
2022-03-05 22:51:38,668, "Button.scroll", (1214, 477)
2022-03-05 22:51:38,681, "Button.scroll", (1215, 475)
2022-03-05 22:51:38,694, "Button.scroll", (1215, 471)
2022-03-05 22:51:38,706, "Button.scroll", (1215, 468)
2022-03-05 22:51:38,728, "Button.scroll", (1215, 466)
2022-03-05 22:51:38,754, "Button.scroll", (1214, 464)
2022-03-05 22:51:38,851, "Button.scroll", (1213, 469)
2022-03-05 22:51:38,863, "Button.scroll", (1213, 471)
2022-03-05 22:51:38,871, "Button.scroll", (1213, 472)
2022-03-05 22:51:38,884, "Button.scroll", (1213, 472)
2022-03-05 22:51:38,888, "Button.scroll", (1213, 472)
2022-03-05 22:51:38,902, "Button.scroll", (1213, 472)
2022-03-05 22:51:38,938, "Button.scroll", (1213, 472)
2022-03-05 22:51:39,001, "Button.scroll", (1213, 467)
2022-03-05 22:51:39,015, "Button.scroll", (1213, 466)
2022-03-05 22:51:39,028, "Button.scroll", (1213, 465)
2022-03-05 22:51:39,042, "Button.scroll", (1213, 465)
2022-03-05 22:51:39,144, "Button.scroll", (1213, 467)
2022-03-05 22:51:39,156, "Button.scroll", (1213, 468)
2022-03-05 22:51:39,165, "Button.scroll", (1213, 468)
2022-03-05 22:51:39,178, "Button.scroll", (1213, 468)
2022-03-05 22:51:39,187, "Button.scroll", (1213, 468)
2022-03-05 22:51:39,205, "Button.scroll", (1213, 468)
2022-03-05 22:51:39,285, "Button.scroll", (1213, 465)
2022-03-05 22:51:39,294, "Button.scroll", (1213, 465)
2022-03-05 22:51:39,303, "Button.scroll", (1213, 465)
2022-03-05 22:51:39,316, "Button.scroll", (1213, 465)
2022-03-05 22:51:39,330, "Button.scroll", (1213, 465)
2022-03-05 22:51:39,352, "Button.scroll", (1213, 465)
2022-03-05 22:51:39,449, "Button.scroll", (1211, 469)
2022-03-05 22:51:39,463, "Button.scroll", (1211, 470)
2022-03-05 22:51:39,472, "Button.scroll", (1211, 470)
2022-03-05 22:51:39,485, "Button.scroll", (1211, 470)
2022-03-05 22:51:39,494, "Button.scroll", (1211, 470)
2022-03-05 22:51:39,574, "Button.scroll", (1211, 470)
2022-03-05 22:51:39,592, "Button.scroll", (1211, 470)
2022-03-05 22:51:39,604, "Button.scroll", (1211, 470)
2022-03-05 22:51:39,621, "Button.scroll", (1209, 465)
2022-03-05 22:51:39,654, "Button.scroll", (1201, 449)
2022-03-05 22:51:40,328, "Button.left", (1118, 311)
2022-03-05 22:51:41,038, "Button.scroll", (1301, 407)
2022-03-05 22:51:41,054, "Button.scroll", (1343, 413)
2022-03-05 22:51:41,066, "Button.scroll", (1367, 417)
2022-03-05 22:51:41,078, "Button.scroll", (1388, 420)
2022-03-05 22:51:41,086, "Button.scroll", (1399, 420)
2022-03-05 22:51:41,095, "Button.scroll", (1409, 420)
2022-03-05 22:51:41,107, "Button.scroll", (1418, 418)
2022-03-05 22:51:41,417, "Button.scroll", (1423, 408)
2022-03-05 22:51:41,430, "Button.scroll", (1426, 410)
2022-03-05 22:51:41,438, "Button.scroll", (1428, 411)
2022-03-05 22:51:41,447, "Button.scroll", (1431, 412)
2022-03-05 22:51:41,451, "Button.scroll", (1433, 412)
2022-03-05 22:51:41,459, "Button.scroll", (1438, 412)
2022-03-05 22:51:41,467, "Button.scroll", (1446, 412)
2022-03-05 22:51:42,207, "Button.left", (1909, 196)
2022-03-05 22:51:53,774, "Button.left", (1130, 337)
2022-03-05 22:51:54,295, "Button.left", (1121, 322)
2022-03-05 22:51:55,714, "Button.left", (1913, 376)
2022-03-05 22:52:01,410, "Button.left", (1084, 362)
2022-03-05 22:52:02,094, "Button.left", (1058, 316)
2022-03-05 22:52:09,636, "Button.left", (1103, 339)
2022-03-05 22:52:13,078: Key.delete
2022-03-05 22:52:14,233, "Button.left", (1055, 545)
2022-03-05 22:52:22,729, "Button.right", (1049, 213)
2022-03-05 22:52:27,231, "Button.left", (1110, 481)
2022-03-05 22:52:28,189, "Button.right", (1041, 208)
2022-03-05 22:52:30,948, "Button.left", (1894, 15)
2022-03-05 22:52:43,271: 'k'
2022-03-05 22:52:43,447: 'e'
2022-03-05 22:52:43,607: 'y'
2022-03-05 22:52:44,080: 'l'
2022-03-05 22:52:44,304: 'o'
2022-03-05 22:52:44,439: 'g'
2022-03-05 22:52:45,889: 'g'
2022-03-05 22:52:46,143: 'e'
2022-03-05 22:52:46,295: 'r'
2022-03-05 22:52:47,983: Key.enter
